"Title","Type","Description"
"Katastrofa w przestworzach","Dokument","Seria Katastrofa w przestworzach bada najtragiczniejsze w historii katastrofy lotnicze. Dochodzenie prowadzone jest w oparciu o dramatyczne rekonstrukcje wydarzeń, archiwalne materiały zdjęciowe, opowieści ocalałych i ratowników oraz nowoczesną, generowaną komputerowo grafikę (CGI). Seria pokazuje, jak katastrofy, a następnie prowadzone w ich sprawach dochodzenia, wpłynęły przez lata na poprawę bezpieczeństwa lotów."
"Przeklęta","Fantasy","Współczesna wersja legendy arturiańskiej. Nastolatka Nimue pomaga najemnikowi imieniem Artur znaleźć Merlina i dostarczyć mu starożytny miecz."
"Kroniki Arthdalu","Fantasy","Mieszkańcy starożytnego miasta leżącego w mitycznej krainie próbują odnaleźć miłość pośród ciągłej walki o władzę i wpływy."
"Doktor Dolittle","Fantasy","Kolejna adaptacja popularnej serii dla dzieci, opowiadającej o przygodach sympatycznego doktora Dolittle. Mężczyzna posiada pewien dar: rozumie mowę zwierząt."
"Hellboy","Fantasy","Walczący z wszelkiej maści sługami zła, demoniczny Hellboy musi powstrzymać najpotężniejszą z czarownic, która wraca do życia po wiekach niewoli."
"Fantastyczne zwierzęta: Zbrodnie Grindelwalda","Fantasy","Podczas transferu z więzienia MACUSY do Europy Grindelwald ucieka. Dumbledore prosi o pomoc w jego ponownym schwytaniu Newta Scamandra, który dodatkowo musi rozwikłać swoje osobiste problemy związane z Tiną i byłą ukochaną Letą Lestrange."
"Toy Story 4","Fantasy","Do ekipy Chudego i Buzza dołącza Sztuciek – zabawka zrobiona własnoręcznie przez Bonnie. Wkrótce ekipa rusza na jego poszukiwania."
"Piraci z Karaibów: Na nieznanych wodach","Fantasy","Kapitan Jack Sparrow i Barbossa wyruszają na poszukiwania fontanny młodości. Wkrótce odkrywają, że nie tylko oni pragną ją odnaleźć, a ich konkurencję stanowią kapitan Czarnobrody i jego córka, dawna ukochana Jacka."
"Wynonna Earp","Fantasy","Serial na podstawie komiksu IDW. Wynonna Earp jest wnuczką legendarnego Wyatta Earpa, dzięki unikalnym zdolnościom staje do walki z demonami i innymi nadnaturalnym istotami."
"Wampiry: Dziedzictwo","Fantasy","W ciągu ostatnich 10 lat legendarni bohaterowie i antybohaterowie seriali Pamiętniki wampirów i The Originals przyciągnęli zainteresowanie widzów na całym świecie. Nowy serial Wampiry: Dziedzictwo kontynuuje wątki związane z ich rodzinami i miłościami. Bohaterami produkcji jest kolejne posiadające ponadnaturalne zdolności pokolenie, które spotyka się w słynnej szkole - Salvatore School for the Young and Gifted. To właśnie w tym niezwykłym miejscu w dorosłe życie wchodzą 17-letnia córka Klausa Mikaelsona - Hope Mikaelson, córki-bliźniaczki Alarica Salzmanna: Lizzie i Josie Salzman, oraz inne nastolatki, które na przekór własnej naturze pilnie uczą się i doskonalą. Czy młode czarodziejki, wampiry i wilkołaki zostaną bohaterami na miarę własnych marzeń? A może wręcz przeciwnie – podążą mroczną ścieżką zgodnie ze swoją naturą?"
"Dzieciak rządzi: Znowu w grze","Fantasy","Szef Bobas zaprasza do firmy swojego starszego brata, Tima, aby nauczyć go, jak się robi biznes — serial animowany oparty na popularnym filmie."
"Opuszczone miejsca","Dokument","Podróż do miejsc zapomnianych przez czas. Kiedyś tętniły życiem, dzisiaj niszczeją opustoszałe."
"Hot Girls Wanted: Turned On","Dokument","Zobacz opowieść o ludziach, których życie i światopogląd uległy znacznym zmianom pod wpływem wybuchowej mieszanki seksu, technologii i bliskich związków."
"Projekt: demolka","Dokument","Eksperci do spraw wyburzeń, podróżując po całym świecie, wysadzają w powietrze stare, nikomu nie potrzebne budynki."
"Rotten","Dokument","Ten serial dokumentalny odkrywa nieprzyjemne sekrety branży gastronomicznej i ujawnia tajniki wpływania na to, co jemy."
"Autostrada przez piekło","Dokument","Rozbite i porzucone ciężarówki na niebezpiecznych autostradach przecinających centrum Kanady to dla pomocy drogowej często mordercze wyzwanie, lecz i źródło satysfakcji."
"Brudna forsa","Dokument","Od szybkich pożyczek po samochody fałszujące wyniki testów emisji spalin — ten serial dokumentalny ujawnia bezwstydne akty korporacyjnej chciwości."
"Fani czterech kółek","Dokument","Prowadzący wyszukują klasyczne samochody, by poddać je renowacji i niezbędnym naprawom, po czym sprzedać pasjonatom z pewnym zyskiem."
"Historia Stanów Zjednoczonych według Olivera Stone'a","Dokument","Oliver Stone prezentuje serię dokumentalną ujawniającą mało znane fragmenty historii Stanów Zjednoczonych."
"Świat z góry","Dokument","Najładniejsze zakątki świata widziane z lotu ptaka."
"Ameryka pod ostrzałem","Dokument","Dokument nakreśla przyczyny najkrwawszych i najgłośniejszych masowych morderstw w miastach USA dokonywanych przez desperatów, szaleńców oraz ekstremistów religijnych przy użyciu tak łatwo dostępnej tam broni palnej. Pokazane zostaną też wspomnienia o ofiarach przekazywane przez ocalałych, jak i ratujących."
"To: Rozdział 2","Fantasy","Gdy po 27 latach w Derry ponownie zaczynają ginąć dzieci, Mike Hanlon przypomina przyjaciołom o złożonej obietnicy dokończenia walki z morderczym klaunem."
"Syrena","Fantasy","Bristol Cove jest nadmorskim miasteczkiem, które według legendy niegdyś było domem dla syren. Ben (Alex Roe) jest bystrym biologiem morskim, który zakochuje się w Ryn (Eline Powell). Pełna mrocznych tajemnic młoda kobieta przybyła niedawno do Bristol Cove i stara się tam jakoś ułożyć sobie życie. Maddie (Fola Evans-Akingbola), współpracowniczka Bena, jest jednak bardzo podejrzliwa w stosunku do Ryn. Co z tego wyniknie?"
"Rozczarowani","Fantasy","Przygody młodej księżniczki Bean, jej zadziornego elfiego towarzysza Elfo oraz jej osobistego demona Luci. W trakcie swoich podróży po królestwie Dreamland, dziwaczne trio spotyka ogry, krasnoludy, harpie, chochliki, trolle, skrzaty i wielu głupich ludzi."
"Tajemniczy ogród","Fantasy","Gdy dziesięcioletnia osierocona Mary przybywa do tajemniczej posiadłości w Yorkshire, by zamieszkać ze swym unikającym ludzi wujem i jego bardzo zasadniczą gospodynią, nie może nawet podejrzewać, że właśnie zaczyna się najbardziej niezwykła przygoda jej życia. Mimo surowych zakazów, Mary zaczyna poznawać ukryte zakątki posiadłości, by wkrótce trafić na fantastyczny i ogromny ogród. To tu, wraz z miejscowymi chłopcami Dickonem i Colinem oraz bezpańskim, uroczym psiskiem, dziewczynka odkryje moc wyobraźni, przyjaźni i odwagi."
"Naznaczony","Fantasy","Dusza kilkuletniego Daltona Lamberta opuszcza ciało, a jej miejsce stopniowo zajmuje złowrogi demon."
"Akademia wampirów","Fantasy","Rose i Lissa mają takie same problemy jak wszystkie nastolatki, tyle że uczą się w Akademii wampirów – tajemnej szkole z internatem. Tu uczniowie dzielą się na morojów (śmiertelne, pokojowo nastawione wampiry) i dampiry (w ich żyłach płynie krew wampirów i ludzi, są opiekunami morojów). Choć nieśmiała Lissa jest księżniczką morojów, a buntownicza i żywiołowa Rose – dampirką, są połączone telepatyczną więzią i wierzą, że ich przyjaźń będzie trwać wiecznie. Pod warunkiem jednak, że przetrwają do końca roku szkolnego. A nie będzie to proste zadanie, bo szybko zorientują się, że to właśnie w Akademii grozi im największe niebezpieczeństwo. Dodatkowo wbrew wszelkim regułom Lissa zakocha się w tajemniczym Christianie, a Rose w kimś, w kim nigdy nie powinna – czyli w szkolącym ją mentorze."
"Chilling Adventures of Sabrina","Fantasy","Nastoletnia Sabrina musi zdecydować, czy bliżej jej do rodzinnego świata czarownic, czy raczej do ludzkiego świata przyjaciół. Na podstawie komiksu wydawnictwa Archie."
"Jinn","Fantasy","Dobry i zły dżin wykorzystują uczniów odwiedzających Petrę, aby dostać się do świata ludzi. W ten sposób pewne liceum zmienia się w miejsce walki nadnaturalnych sił."
"Na południe od piekła","Fantasy","USA, Karolina Południowa. Miasto Charleston ma wiele twarzy i jest idealnym miejscem do życia dla trzydziestoletniej Marii Abascal (Mena Suvari), która zajmuje się zawodowo łapaniem demonów. Razem ze swoim bratem Davidem (Zachary Booth) dziewczyna na co dzień przegania mroczne duchy z ciał innych ludzi. Sama też skrywa tajemnicę. Nosi w sobie demona o imieniu Abigail, który pomaga jej walczyć z innymi zagubionymi duszami. Maria chciałaby jednak ze wszystkich sił pozbyć niechcianej lokatorki, choć ta nie daje za wygraną."
"Wujcio Dobra Rada","Fantasy","Wujcio Dobra Rada i jego przyjaciele to ekipa, która potrafi znaleźć najbardziej zwariowane rozwiązanie dla każdego problemu! Wujcio Dobra Rada jest magicznym wujkiem i dziadkiem wszystkich dzieciaków na świecie. Podróżuje po całej kuli ziemskiej, by pomagać ludziom i zmieniać ich życie na zawsze."
"Baronowie narkotykowi","Dokument","Poznaj historie najsłynniejszych baronów narkotykowych, ich przerażających żołnierzy oraz kobiet i mężczyzn, którzy poprzysięgli ich dopaść."
"Psy","Dokument","Sześć kameralnych opowieści o więziach emocjonalnych łączących psy i ich opiekunów niezależnie od sytuacji."
"Jak działa wszechświat?","Dokument","Galaktyki, gwiazdy, planety i ich księżyce, mgławice, obłoki gazowe, czarne dziury, gwiazdy neutronowe, kwazary i magnetary, asteroidy i komety... między innymi z nich zbudowany jest Wszechświat, ale jak naprawdę działa i dlaczego, tego dowiemy się właśnie w tym niezwykłym programie."
"Niebieskie Chachary","Dokument","Dlaczego człowiek zostaje kibicem? Emocje, pasja, bycie we wspólnocie czy może wyjątkowa historia klubu? Co kieruje futbolowymi fanatykami? Cezary Grzesiuk przez dekadę filmował życie fanów Ruchu Chorzów. Wiele lat pracy dało możliwość sfotografowania zamkniętego środowiska piłkarskich fanatyków. Nie z boku, nie zza szpaleru policjantów, ale z samego środka stadionowego „młyna”. Umożliwiło to pokazanie jasnych i ciemnych stron kibicowskiego świata w Polsce i za granicą. Jednym z wątków filmu jest przyjaźń sympatyków Atlético Madryt i Ruchu Chorzów, innym chuligański kodeks przekazywany z ojca na syna. Przenikając przez różne grupy kibicowskie, reżyser oddaje głos fanom i fanatykom starając się znaleźć odpowiedź na pytanie, kim jest współczesny kibic."
"I młodzi pozostaną","Dokument","W latach 1914–1918 wybuchł konflikt na skalę światową, który zmienił bieg historii.Ludzie, którzy byli jego naocznymi świadkami, nie żyli w bezgłośnym, czarno-białym świecie. Przenieś się w czasie, aby przeżyć te wydarzenia wraz z ich uczestnikami."
"Citizenfour","Dokument","Dokumentalistka i reporterka leci do Hongkongu, gdzie ma przeprowadzić serię wywiadów z Edwardem Snowdenem."
"Czarna Emanuelle","Dokument","Młoda, urocza i nieprawdopodobnie seksi dziewczyna Emmanuel (Laura Gemser) pracuje jako fotograf w redakcji jednego z czasopism. Po pracy wiele podróżuje, by zbierać materiały do swoich ""gorących"" reportaży. Z powodu inklinacji do podejrzanej działalności nieustannie dostaje się w różne pikantne sytuacje..."
"Tylko nie mów nikomu","Dokument","Tylko nie mów nikomu to film dokumentalny na temat ofiar pedofilii w kościołach. Jego autor – Tomasz Sekielski – zrywa w ten sposób zmowę milczenia. W formie reportażu przedstawia kulisy dewiacyjnych zachowań ze strony duchownych, którzy często są bezkarni i wydawać by się mogło, że stoją ponad prawem."
"Zbrodnia i łaska: Historia Cyntoi Brown","Dokument","W 2004 roku w Nashville (stan Tennessee) 16-letnia prostytutka Cyntoia Denise Brown została aresztowana za zamordowanie swojego 43-letniego klienta. Osądzono ją jak dorosłą i skazano na dożywotnie więzienie. Los Cyntoii wydawał się przesądzony. Film pokazuje złożoną naturę dziecka, które jest produktem trzech pokoleń przemocy wobec kobiet w swojej rodzinie biologicznej. W 2019 roku, po niemal dziesięciu latach sądowej batalii, gubernator Bill Haslam uwzględnił prośbę Cyntoii o ułaskawienie. Najpierw jednak musiały ulec zmianie przepisy stanowe dotyczące skazywania nieletnich, a sama skazana musiała udowodnić swoją dojrzałość, zaangażowanie w naukę i dobre zachowanie jako więźniarka. Film wyreżyserował i wyprodukował Daniel H. Birman. Za montaż i produkcję odpowiada też Megan E. Chao."
"Zabawa w chowanego","Dokument","Tomasz Sekielski po raz kolejny przedstawia problem pedofilii wśród duszpasterzy, tym razem skupiając się na przypadku dwóch chłopców, którzy byli braćmi i zostali wykorzystani seksualnie przez księdza, lecz ofiar z jego strony było również więcej. Nie zabraknie gorzkich słów prawdy odnośnie tuszowania wszystkiego przez duchownych. Dokument ten pokazuje nie tylko całą sprawę od podszewki, ale także stara się zaprezentować relacje Kościoła na poziomie państwowym z organami ścigania na czele."
"Castle Rock","Fantasy","Fikcyjne miasteczko Castle Rock w stanie Maine często pojawia się w powieściach Stephena Kinga. To właśnie tam toczy się akcja powieści Cujo, To i Sklepik z marzeniami. W opowiadaniach Ciało, Rita i Skazani na Shawshank znajdujemy liczne odniesienia do tego tytułowego miasteczka albo ich akcja w nim się zawiązuje. Utrzymany w konwencji horroru psychologicznego serial Castle Rock jest thrillerem, który w oryginalny sposób łączy znane tematy i motywy z powieści Kinga oraz wątki pojawiające się w najbardziej kultowych i popularnych powieściach tego pisarza"
"Dwanaście na zawsze","Fantasy","Dzięki bujnej wyobraźni Reggie tworzy dziwny i wspaniały świat, w którym może być sobą... i uniknąć problemów związanych z dorastaniem."
"Półświaty","Fantasy","Ciemne zaułki i opuszczone przez Boga i ludzi ulice Dżakarty. Od pokoleń w mieście żyją żądne krwi stworzenia, które wywodzą się z indonezyjskiej mitologii. Tożsamość nazywanych Demitami istot jest od wieków skrzętnie skrywana przy pomocy wpływowej rodziny śmiertelników. Jest to o tyle łatwe, że wyglądają one zupełnie jak ludzie. Pewnego dnia jednak zapowiedź nadejścia tajemniczego wydarzenia, znanego jako Dar, zaburzy całkowicie równowagę w świecie i zmusi Demitów do wyjścia z ukrycia."
"Legendy: Mistrzowie Mitów","Fantasy","Gdy na świecie pojawiają się mityczne stworzenia, na ratunek pędzą sekretni łowcy potworów: Leo, Teodora, Don Andrés i Alebrije."
"The Outpost","Fantasy","The Outpost to przygodowy serial fantasy opowiadający o losach Talon (w tej roli Jessica Green znana z Roman Empire, Ash vs Evil Dead) — silnej i niezależnej bohaterki, która jest jedyną ocalałą przedstawicielką rasy Czarnokrwistych. Wiele lat po tym, jak cała jej wioska została zniszczona przez gang brutalnych najemników, Talon udaje się do oddalonej od cywilizacji bazy, śledząc zabójców swojej rodziny. W podróży do odległej placówki Talon odkrywa, że posiada tajemniczą nadprzyrodzoną moc, którą musi nauczyć się kontrolować, aby uratować siebie i bronić świata przed fanatycznym religijnym dyktatorem."
